body,reference,generated,score
กรณีที่กระทรวงยุติธรรมสหรัฐอเมริกาเปิดเผยข้อมูลการจ่ายสินบน ให้กับบุคคลที่อ้างตัวว่าเป็นที่ปรึกษา โครงการติดตั้งกล้อง ซีซีทีวี ในรัฐสภาไทย เมื่อปี 2549 นั้นวันนี้ (30ม.ค.2560) นายสุรชัย เลี้ยงบุญเลิศชัย รองประธานสภานิติบัญญัติแห่งชาติ หรือสนช. ในฐานะประธานคณะกรรมการอาคารสถานที่ และรักษาความปลอดภัย เตรียมเรียกประชุมคณะกรรมการ เพื่อขอมติในการดำเนินการ และแจ้งต่อนายพรเพชร วิชิตชลชัย ประธาน สนช.ให้รับทราบโดยจะตั้งคณะกรรมการสอบสวนข้อเท็จจริง แต่ช่วงเวลาเกิดเหตุ ไม่น่าจะเกี่ยวข้องกับผู้บริหารชุดปัจจุบัน สำหรับการดำเนินคดีทุจริตขณะนี้ไม่มีอายุความจึงสามารถดำเนินการเอาผิดได้ แต่โทษทางวินัยต้องตรวจสอบว่า บุคคลที่เกี่ยวข้องมีหน้าที่ราชการในขณะนี้หรือไม่ ขณะที่นายสรศักดิ์ เพียรเวช เลขาธิการสภาผู้แทนราษฎร ระบุว่า ได้สั่งการให้หน่วยงานในสังกัดที่เกี่ยวข้องทั้งสำนักรักษาความปลอดภัย สำนักประชาสัมพันธ์ สถานีวิทยุโทรทัศน์รัฐสภา สำ นักประชุม เร่งรวบรวมข้อมูลเพื่อพิจารณา พร้อมกำชับให้สำนักการคลังและงบประมาณ ดูแลการเบิกจ่ายงบประมาณและจัดทำรายงานเพื่อเสนอและส่งให้ประธาน สนช.พิจารณาดำเนินการโดยเร็ว, รัฐสภา เร่งตรวจสอบข้อเท็จจริง กรณีกระทรวงยุติธรรมสหรัฐอเมริกา เปิดเผยข้อมูลการจ่ายสินบนให้กับบุคคลที่อ้างตัวว่าเป็นที่ปรึกษาโครงการติดตั้งกล้อง ซีซีทีวี ในรัฐสภาไทยเมื่อ ปี 2549,สนช. เตรียมสอบสวนกรณีสหรัฐฯ เปิดเผยข้อมูลการจ่ายสินบนโครงการติดตั้งกล้อง CCTV ในรัฐสภาปี 49 โดยจะตั้งคณะกรรมการสอบข้อเท็จจริง แม้เหตุเกิดในอดีตและไม่เกี่ยวข้องกับผู้บริหารชุดปัจจุบัน แต่ยังสามารถดำเนินคดีทุจริตได้ เลขาธิการสภาฯ สั่งรวบรวมข้อมูลและตรวจสอบการเบิกจ่ายงบประมาณเพื่อรายงานต่อประธาน สนช.,0.5
เพิ่งสะบั้นรักกันไปหยกๆ มาสัปดาห์นี้ในละคร ร้อยป่า นางเอกสาว ปูเป้-เกศรินทร์ หายโกรธแล้ว แถมยังเป็นฝ่ายไปจูบพระเอก บิ๊กเอ็ม-กฤตฤทธิ์ ก่อนอีกตะหากในฉาก ที่ เสือ กลิ่นสัก (บิ๊กเอ็ม) เอ่ยปากขอ คุณแป๋ว (ปูเป้) แต่งงานและยังขอจูบมัดจำ 1 จุ๊บก่อน แต่ คุณแป๋ว ไม่ให้ เสือ ก็เลยมีงอน คุณแป๋ว เลยต้องจูจุ๊บ เสือ เพื่อง้อเลยโดน เสือ จับจูบแบบดูดดื่มซะเลย>> อ่านเรื่องย่อนิยายทุกเรื่อง คลิกที่นี่ <<ผกก.อ้างว่าเป็นฉากสำคัญเลยขอจูบจริง บิ๊กเอ็ม ไม่มีปัญหา ส่วน ปูเป้ หน้าแดงพูดด้วยความเขิน ก็ได้ค่ะ แต่พี่บิ๊กเอ็มห้ามแกล้งหนู บิ๊กเอ็ม หัวเราะก่อนตอบตกลง ผกก.ให้ซักซ้อมเบาๆเพื่อได้ความสดตอนถ่ายจริงเมื่อเริ่มถ่าย บิ๊กเอ็ม พูดขอแต่งงานก่อน พอถึงตอนขอจูบมัดจำ ปูเป้ เซย์โน บิ๊กเอ็ม ก็ทำงอน ปูเป้ เลยจูบง้อไป 1 จุ๊บเบาๆ บิ๊กเอ็ม ได้ทีคว้า ปูเป้ หมับจับจูบประกบปากแบบเต็มๆ แบบนี้เขาถึงว่าจูบจ้ะ จูบสอนเด็กมันซะเลย (ฮา)อย่าพลาดชม วันศุกร์-อาทิตย์ นี้ 20.30 น. ทางช่อง 7 HD.,เพิ่งสะบั้นรักกันไปหยกๆ มาสัปดาห์นี้ในละคร ร้อยป่า นางเอกสาว ปูเป้-เกศรินทร์ หายโกรธแล้ว แถมยังเป็นฝ่ายไปจูบพระเอก บิ๊กเอ็ม-กฤตฤทธิ์ ก่อนอีกตะหาก,"ในละคร ""ร้อยป่า"" นางเอก ""ปูเป้"" จูบง้อพระเอก ""บิ๊กเอ็ม"" ที่งอนหลังขอแต่งงานและจูบมัดจำไม่สำเร็จ ผู้กำกับสั่งจูบจริงในฉากสำคัญ ""บิ๊กเอ็ม"" ไม่มีปัญหา ""ปูเป้"" เขินอายแต่ก็ยินยอม สุดท้าย ""บิ๊กเอ็ม"" คว้าจูบจริงจัง ติดตามชมฉากนี้ได้ในละคร ""ร้อยป่า"" ช่อง 7HD ศุกร์-อาทิตย์นี้",0.0
11 มีนาคม 2553 สถานทูตสหรัฐอเมริกาประจำประเทศไทย ออกแถลงการณ์เกี่ยวกับสถานการณ์การเมืองไทยปัจจุบัน รวมถึงการชุมนุมที่จะมีขึ้นช่วงสุดสัปดาห์นี้โดยในแถลงการณ์ระบุว่า ประเทศไทยควรแก้ไขปัญหาความเห็นที่แตกต่างกันโดยสถาบันประชาธิปไตยและไม่ใช้ความรุนแรง ทั้งยังเรียกร้องให้ฝ่ายผู้ชุมนุมสาบานว่า จะไม่กระทำรุนแรง และชุมนุมอยู่ภายใต้กฏหมาย ขณะเดียวกันก็บอกให้รัฐบาลไทยอดทนอดกลั้นต่อผู้ประท้วงประเทศไทยถือว่าเป็นเพื่อนที่ใกล้ชิดและเป็นพันธมิตรกับสหรัฐอเมริกาและในฐานะที่เราเป็นมิตรกันมายาวนาน พวกเราก็เฝ้ามองสถานการณ์ปัจจุบันในไทยอย่างใกล้ชิด ทางสหรัฐฯ เชื่อว่าปัญหาความแตกต่างทางความคิดควรได้รับการแก้ไขผ่านทางสถาบันที่เป็นประชาธิปไตยของไทย และไม่ใช่แก้ไขโดยการใช้กำลังการชุมนุมอย่างสงบเป็นเครื่องหมายของสังคมประชาธิปไตย พวกเราเรียกร้องให้ทั้งกลุ่มผู้ชุมนุมและแกนนำให้คำมั่นว่าจะไม่ใช้ความรุนแรง เพื่อแสดงการใช้สิทธิในการชุมนุมประท้วงอย่างสันติและอยู่ภายใต้กฏหมาย ทั้งนี้พวกเรายังได้สนับสนุนให้รัฐบาลไทยมีความอดทนอดกลั้นต่อผู้ประท้วงอย่างเหมาะสม,11 มีนาคม 2553 สถานทูตสหรัฐอเมริกาประจำประเทศไทย ออกแถลงการณ์เกี่ยวกับสถานการณ์การเมืองไทยปัจจุบัน รวมถึงการชุมนุมที่จะมีขึ้นช่วงสุดสัปดาห์นี้ โดยในแถลงการณ์ระบุว่า,สถานทูตสหรัฐฯ แถลงการณ์ 11 มี.ค. 2553 เรียกร้องทุกฝ่ายในไทยแก้ไขความขัดแย้งทางการเมืองผ่านกลไกประชาธิปไตยอย่างสันติวิธี โดยผู้ชุมนุมต้องปราศจากความรุนแรงและเคารพกฎหมาย รัฐบาลต้องอดทนอดกลั้น สหรัฐฯ ในฐานะมิตรประเทศ เฝ้าติดตามสถานการณ์อย่างใกล้ชิดและสนับสนุนการแก้ไขปัญหาอย่างสันติ,0.7
เมื่อวันที่ (23 ต.ค.2562) โดนัลด์ ทรัมป์ ประธานาธิบดีสหรัฐอเมริกา แถลงข่าวในทำเนียบขาว ประกาศยกเลิกมาตรการคว่ำบาตรการนำเข้าสินค้าจากตุรกี หลังจากที่ก่อนหน้านี้ กองทัพตุรกีเปิดเผยว่าจะพักการสู้รบบริเวณพรมแดนทางภาคเหนือของซีเรีย ซึ่งเคยเป็นฐานที่มั่นของกองกำลังชาวเคิร์ดอย่างถาวร แต่ผู้นำสหรัฐอเมริกาก็เตือนว่า อาจมีการใช้มาตรการคว่ำบาตรอีกหากมีการกระทำที่ทำให้สหรัฐอเมริกาไม่พอใจขณะเดียวกันผู้นำสหรัฐอเมริกาก็เปิดเผยอีกว่า สหรัฐอเมริกาจะให้ปล่อยให้ชาติอื่นต่อสู้ในสงครามที่ไม่มีทีท่าว่าจะจบสิ้นในซีเรียแทนล่าสุดกองทัพรัสเซียได้เดินทางถึงจุดยุทธศาสตร์สำคัญทางภาคเหนือของซีเรียแล้ว พร้อมทั้งได้แจ้งเตือนไปยังกองกำลังชาวเคิร์ดว่าอาจจะต้องเจอกับการสู้รบอีก หากไม่ยอมถอนกำลังของตนออกจากบริเวณดังกล่าว ซึ่งการเคลื่อนทัพของรัสเซียมีผลจากข้อตกลงร่วมระหว่าง ประธานาธิบดีเรเซฟ ไทยิป เออร์ดวน ผู้นำตุรกี กับประธานาธิบดีวลาดิมีร์ ปูติน ผู้นำรัสเซีย ที่ต้องการผลักดันให้กองกำลังชาวเคิร์ด ถอยร่นออกห่างจากพรมแดนระหว่างตุรกีกับซีเรียเป็นระยะทางประมาณ 30 กิโลเมตร เพื่อต้องการสร้างพื้นที่ปลอดภัย (Safe Zone),ประธานาธิบดีสหรัฐอเมริกายกเลิกมาตรการคว่ำบาตรตุรกี หลังจากที่กองทัพตุรกีพักการสู้รบอย่างถาวรในพรมแดนทางภาคเหนือของซีเรีย,ทรัมป์ยกเลิกคว่ำบาตรตุรกีหลังตุรกีพักรบในซีเรีย แต่เตือนอาจคว่ำบาตรอีกหากไม่พอใจ พร้อมให้ชาติอื่นสู้รบในซีเรียแทน รัสเซียเข้าซีเรียตามข้อตกลงตุรกี-รัสเซีย ให้เคิร์ดถอนกำลังเพื่อสร้างเขตปลอดภัย,0.5
"(ภาพ เจ้าหน้าที่มูลนิธิรวมใจการกุศลราชบุรี),นักเรียนชายวัย 14 ปีที่ราชบุรี เล่นบาสเกตบอลระหว่างพักเที่ยง อยู่ๆ เกิดลูกบอลรั่ว มือไปฟาดกับรั้วเหล็กเสียบมือทะลุนิ้วโป้ง เจ้าหน้าที่กู้ภัยต้องใช้เครื่องตัดเหล็ก นำตัวส่ง รพ.เพื่อผ่าตัดเอาเหล็กออก,เมื่อเวลา 12.45 น.วันที่ 29 ส.ค.59 นายสุรศักดิ์ สวัสดี และ นายบุญมา ฉิมณรงค์ อาสาสมัครมูลนิธิรวมใจการกุศลราชบุรีเขต อ.บ้านโป่ง รับแจ้งมีเด็กนักเรียนถูกเหล็กเสียบติดคามือเหตุเกิดที่โรงเรียนวัดบ้านโป่งสามัคคีคุณูปถัมภ์ ตั้งอยู่เลขที่ 1 ถนนราษฎร์รวมใจ ต.บ้านโป่ง นำกำลังพร้อมอุปกรณ์เครื่องตัดถ่าง และรถกู้ชีพโรงพยาบาลซานคามิลโล รุดไปตรวจสอบพบ ด.ช.สุรพศ เกิดเครือ อายุ 14 ปี นักเรียนชั้น ม.2 ของโรงเรียน สภาพมือซ้ายถูกเหล็กรั้วเหล็กแหลมหน้าโรงเรียนเสียบทะลุบริเวณนิ้วโป้ง เป็นที่น่าสยดสยอง เจ้าหน้าที่ต้องใช้เครื่องตัดเหล็กตัดรั้วเพื่อนำเด็กส่งโรงพยาบาลซานคามิลโลเพื่อผ่าตัดเอาเหล็กออก,เบื้องต้นทราบว่า ขณะที่ ด.ช.สุรพศ กำลังนำลูกบอลขึ้นไปเสียบไว้ที่รั้วเหล็กเหมือนชู้ตลูกบาส ลูกบอลเกิดรั่วมือพลาดทิ่มลงไปถูกรั้วเหล็กเสียบทะลุติดคามือ จนเจ้าหน้าที่ต้องมาช่วยกันเอาออกอย่างทุลักทุเล",นักเรียนชายวัย 14 ปีที่ราชบุรี เล่นบาสเกตบอลระหว่างพักเที่ยง อยู่ๆ เกิดลูกบอลรั่ว มือไปฟาดกับรั้วเหล็กเสียบมือทะลุนิ้วโป้ง เจ้าหน้าที่กู้ภัยต้องใช้เครื่องตัดเหล็ก นำตัวส่ง รพ.เพื่อผ่าตัดเอาเหล็กออก,นักเรียนชาย 14 ปี ที่ราชบุรี เล่นบาสพักเที่ยง ลูกบอลรั่ว ทำให้มือฟาดรั้วเหล็กเสียบทะลุนิ้วโป้ง เจ้าหน้าที่มูลนิธิรวมใจฯ ใช้เครื่องตัดเหล็กช่วยเหลือนำส่ง รพ.ซานคามิลโล เพื่อผ่าตัดเอาเหล็กออก เหตุเกิดที่โรงเรียนวัดบ้านโป่งฯ ขณะพยายามนำลูกบอลไปวางที่รั้วเหล็ก,0.5
หากจะต้องพรากพลัดเพราะรัฐชาติที่แบ่งญาติแยกมิตรปิดรั้วกั้นคงเพราะใจไร้แล้งมิแบ่งปันมิเหลือวันรู้สึกดี เหลือที่ยืนเพราะเกณฑ์กฏ หมดความขลัง เลือกฝั่งกดสำแดงบทหน้าด้าน เกินต้านฝืนเมื่อคำตอบสุดท้ายคือปลายปืนก็ควรคืนสิทธิ์เขาให้เท่า คนเลิกกดคอเขาเค้นลงเป็นทาสปากเชิดชาติ ตีนเหยียบเขา ชำเราปล้นค่าเมื่อหมด ใจก็หมด เลิกอดทนเขาเบื่อเป็นประชาชน ใต้ส้นตีนยุติธรรมระยำยับ ทำกับเขาสะดวกเหมาพวกพรรค ล้มหลักศีลคิดเหยียบเขาให้ตาย เขาป่ายปีนจึงโวยวีน ระแวงหวาด กลัวชาติพังอย่ากลัวแยก เขามิแยก เลิกแหกปากมโนมากเกินการณ์ สันดานงั่งเคยไหมเขาแค้นคับ เคยรับฟังดีแต่นั่งมโนเหน็บ แคะเล็บเท้าเพียงกระตุ้น เตือนย้ำ ให้สำนึกชาติมีศึกหนหนึ่ง ต้องพึ่งเขาที่คุณคิดผูกขาด นั่นชาติเราจงเห็นเงาหัวเห็นเขาเป็น คนเลิกกดขี่ชี้หน้า เลิกด่ากราดมโนชาติ ผูกขาดรัก เกาะมรรคผลยุติธรรมซ่อนเงื่อน เลื่อนเปื้อนปนกดอีกฝั่งประชาชน มิสนใจ ( ยุติธรรมซ่อนเงื่อน เลื่อนเปื้อนปนชาติเมินเสียงประชาชนชาติ ส้น ตีน )ฯ ,หากจะต้องพรากพลัดเพราะรัฐชาติที่แบ่งญาติแยกมิตรปิดรั้วกั้นคงเพราะใจไร้แล้งมิแบ่งปันมิเหลือวันรู้สึกดี เหลือที่ยืนเพราะเกณฑ์กฏ หมดความขลัง เลือกฝั่งกดสำแดงบทหน้าด้าน,ความแตกแยกเกิดจากการกดขี่ขูดรีดประชาชนภายใต้กฎเกณฑ์ที่ไม่เป็นธรรม ชาติที่แท้จริงต้องเห็นอกเห็นใจและรับฟังเสียงของทุกคน เลิกผูกขาดความรักชาติและยุติการกดขี่ หากยังเพิกเฉยต่อความเดือดร้อนของประชาชน ชาติก็จะล่มสลาย,0.75
ชาวบ้านแห่ส่องขันดอกน้ำมนต์ของพญาเต่าเรือน หลังงวดก่อนได้เลขเสี่ยงโชค ถูกรางวัล งวดนี้ดวงใครดวงมัน เห็นเลขทั้ง 2 ตัว 3 ตัวเมื่อเวลา 12.00 น. วันที่ 11 ก.พ.63 ผู้สื่อข่าวได้เดินทางไปยังบ้านของนายจำลอง คัมภีรพจน์ หรือ ลุงแจ้ อายุ 70 ปี ที่ ต.เมืองสวรรคโลก อ.สวรรคโลก จ.สุโขทัย หลังทราบข่าวว่า มีชาวบ้านมาขอโชคลาภ และส่องเลขจากดอกน้ำมนต์ของพญาเต่าเรือนและเมื่อเดินทางไปถึง พบชาวบ้านกำลังยืนดูเลขจากดอกน้ำมนต์ของพญาเต่าเรือน หลังจากงวดที่ผ่านมา มีชาวบ้านได้โชคจากการมาส่องเลขดอกน้ำมนต์พญาเต่าเรือนลุงแจ้ เล่าว่า งวดที่ผ่านมา มีชาวบ้านโชคดีได้โชคจากดอกน้ำมนต์พญาเต่าเรือน ทำให้งวดนี้มีชาวบ้านมาดูดอกน้ำมนต์จากพญาเต่าเรือนไม่ขาดสาย และเห็นตัวเลขจากดอกน้ำมนต์ในขัน พร้อมเขียนตัวเลขใส่กระดาษ มีทั้งเลข363 396 และ 23 ส่วนบางคนก็เห็นเป็นเลข 0 3 8 และ 9อ่านตรวจหวย 16/2/63 | ตรวจผลสลากกินแบ่งรัฐบาล 16 กุมภาพันธ์ 2563ช่างหนุ่มอุบลฯ สุดเฮง ถูกลอตเตอรี่รางวัลที่ 1 ยิ้มรับเงิน 6 ล้านเลขเด็ดนี้มีที่มา 2 ตัวจากศาลเก่าพ่อปู่-แม่ย่า ตรงขันน้ำมนต์คำชะโนดเลขเด็ดที่วัดไผ่แขก คู่รักจับมือเสี่ยงเซียมซี ขอความเฮงกับพ่อขุนช้าง,ชาวบ้านแห่ส่องขันดอกน้ำมนต์ของพญาเต่าเรือน หลังงวดก่อนได้เลขเสี่ยงโชค ถูกรางวัล งวดนี้ดวงใครดวงมัน เห็นเลขทั้ง 2 ตัว 3 ตัว ,"ชาวบ้านแห่ส่องเลขเด็ดจากขันดอกน้ำมนต์พญาเต่าเรือนลุงแจ้ สุโขทัย หลังงวดก่อนมีคนถูกรางวัล หลายคนเห็นเลขแตกต่างกัน เช่น 363, 396, 23, 0, 3, 8, 9 หวังเสี่ยงโชคงวดนี้",0.9
ศาลทหารอนุมัติฝากขัง จารุวรรณ ผู้ต้องหาสาวโพสต์เฟซบุ๊กหมิ่นเบื้องสูง ที่ทัณฑสถานหญิงกลาง 12 วัน เจ้าตัวยันถูกกลั่นแกล้ง เนื่องจากมีผู้นำภาพและชื่อจริงไปโพสต์ข้อความหมิ่นฯ18 พ.ย.2557 ผู้สื่อข่าว รายงานว่า ที่ศาลทหาร พนักงานสอบสวนจากกองบังคับการปราบปรามการกระทำความผิดเกี่ยวกับอาชญากรรมทางเทคโนโลยี(ปอท.)นำตัว จารุวรรณ (สงวนนามสกุล) ผู้ต้องหาโพสต์เฟซบุ๊กหมิ่นเบื้องสูงมาขออำนาจศาลฝากขังผลัดแรก 12 วันโดยผู้ต้องหาได้คัดค้านการฝากขังแต่ไม่เป็นผล ศาลอนุมัติฝากขัง เจ้าหน้าที่จึงนำตัวไปคุมขังยังทัณฑสถานหญิงกลางผู้สื่อข่าวรายงานเพิ่มเติมว่าเบื้องต้นผู้ต้องหาให้การปฏิเสธพร้อมระบุว่าถูกกลั่นแกล้ง เนื่องจากมีผู้นำภาพและชื่อจริงไปโพสต์ข้อความหมิ่นฯผู้ต้องหาอายุ 26 ปี มีบุตร 2 คน พื้นเพเป็นชาวเพชรบูรณ์ ทำงานในโรงงานแห่งหนึ่ง เธอถูกควบคุมตัวและสอบสวนโดยทหาร 1 คืน ตั้งแต่คืนวันอาทิตย์ โดยทหารได้ควบคุมตัวแฟนของเธอไว้ด้วย ปัจจุบันยังไม่ทราบว่าอยู่ในความควบคุมของเจ้าหน้าที่ต่อหรือไม่ และหน่วยงานใด ต่อมาวันจันทร์เจ้าหน้าที่ทหารนำตัวเธอส่ง ปอท. เพื่อทำการสอบสวนและควบคุมตัวอีก 1 คืน ก่อนจะนำตัวมาฝากขังในวันนี้,ศาลทหารอนุมัติฝากขัง จารุวรรณ ผู้ต้องหาสาวโพสต์เฟซบุ๊กหมิ่นเบื้องสูง ที่ทัณฑสถานหญิงกลาง 12 วัน เจ้าตัวยันถูกกลั่นแกล้ง เนื่องจากมีผู้นำภาพและชื่อจริงไปโพสต์ข้อความหมิ่นฯ 18 พ.ย.2557 ผู้สื่อข่าว,"ศาลทหารอนุมัติฝากขัง ""จารุวรรณ"" ผู้ต้องหาโพสต์หมิ่นเบื้องสูงในเฟซบุ๊ก ที่ทัณฑสถานหญิงกลาง 12 วัน จารุวรรณปฏิเสธข้อหา อ้างถูกกลั่นแกล้งโดยมีผู้นำรูปและชื่อไปโพสต์ข้อความดังกล่าว เธอถูกควบคุมตัวพร้อมแฟน และสอบสวนโดยทหารก่อนส่งตัวให้ ปอท.",0.6
วันนี้ (17 ต.ค.2562) เว็บไซต์ราชกิจจานุเบกษา เผยแพร่คำวินิจฉัยของศาลรัฐธรรมนูญ กรณีที่ประธานสภาผู้แทนราษฎรส่งคําร้องขอให้ศาลรัฐธรรมนูญวินิจฉัยตามรัฐธรรมนูญ มาตรา 170 วรรคสาม ประกอบมาตรา 82 ว่า ความเป็นรัฐมนตรีของ พล.อ.ประยุทธ์ จันทร์โอชานายกรัฐมนตรี สิ้นสุดลงเฉพาะตัวตามรัฐธรรมนูญ มาตรา 170 วรรคหนึ่ง (4) ระกอบมาตรา 160 (6) และมาตรา 98 (15) หรือไม่ทั้งนี้ศาลรัฐธรรมนูญ มีคำวินิจฉัยว่า พล.อ.ประยุทธ์ ในฐานะหัวหน้าคณะรักษาความสงบแห่งชาติ (คสช.) ไม่เป็น เจ้าหน้าที่อื่นของรัฐ ตามรัฐธรรมนูญ 2560มาตรา 170 วรรคหนึ่ง (4) ประกอบมาตรา 160 (6) และมาตรา 98 (15) เนื่องจากการดำรงตำแหน่งหัวหน้า คสช.ของ พล.อ.ประยุทธ์ เมื่อวันที่ 22 พ.ค.2557 ไม่อยู่ภายใต้การกำกับดูแลของรัฐ และมีอำนาจหน้าที่เฉพาะชั่วคราว ดังนั้นความเป็นรัฐมนตรีจึงไม่สิ้นสุดลงเฉพาะตัวอ่านเพิ่มเติม :,เว็บไซต์ราชกิจจานุเบกษา เผยแพร่คำวินิจฉัยของศาลรัฐธรรมนูญ กรณีความเป็นรัฐมนตรีของ พล.อ.ประยุทธ์ ไม่สิ้นสุดลงเฉพาะตัว เนื่องจากหัวหน้าคณะรักษาความสงบแห่งชาติ (คสช.) ไม่เป็น เจ้าหน้าที่อื่นของรัฐ ตามรัฐธรรมนูญ 2560 มาตรา 170 วรรคหนึ่ง (4),"ราชกิจจานุเบกษาเผยแพร่คำวินิจฉัยศาลรัฐธรรมนูญว่า พล.อ.ประยุทธ์ จันทร์โอชา ไม่สิ้นสุดความเป็นรัฐมนตรี เนื่องจากดำรงตำแหน่งหัวหน้า คสช. ซึ่งไม่ถือเป็น ""เจ้าหน้าที่อื่นของรัฐ"" ตามรัฐธรรมนูญ เพราะไม่ได้อยู่ภายใต้การกำกับดูแลของรัฐและมีอำนาจหน้าที่ชั่วคราว",0.0
"ศ.นพ.รัชตะ รัชตะนาวิน รมว.สาธารณสุข (สธ.) พร้อมคณะผู้บริหารจากกรมควบคุมโรค สำนักงานหลักประกันสุขภาพแห่งชาติ (สปสช.) และสำนักงานคณะกรรมการอาหารและยา (อย.) เดินทางมายังบริษัท องค์การเภสัชกรรมเมอร์ริเออร์ชีววัตถุ จำกัด ซึ่งเป็นโรงงานผลิตวัคซีนขององค์การเภสัชกรรม (อภ.) บริษัท ทุนลดาวัลย์ จำกัด และบริษัท ซาโนฟี่ ปาสเตอร์ เพื่อติดตามความคืบหน้าการผลิตวัคซีน,ภญ.พัชรา คูถิระตระการ ผอ.อาวุโส บริษัท องค์การเภสัชกรรมเมอร์ริเออร์ชีววัตถุ จำกัด กล่าวว่า โรงงานดังกล่าวมีการพัฒนาประสิทธิภาพจนได้มาตรฐานการผลิต GMP ทั้งจาก อย.ไทย และหน่วยงาน TGA ในออสเตรเลีย และจากการพัฒนาและผลิตวัคซีนไข้สมองอักเสบ (เจอี) ชนิดเชื้อเป็นจนสำเร็จ ล่าสุดได้รับการรับรองมาตรฐานจากองค์การอนามัยโลก เมื่อเดือน ก.ย.2557 อีก ซึ่งจากการรับรองครั้งนี้ทำให้ไทยสามารถส่งออกไปยังประเทศต่างๆทั่วโลกได้ รวมทั้งไทยมีเป้าหมายที่จะเป็นศูนย์กลางทางการส่งออกวัคซีนในกลุ่มประเทศอาเซียน และที่ผ่านมาได้มีการใช้ในไทยประมาณ 1 แสนโด๊ส ขณะที่ต่างประเทศใช้แล้วกว่า 3 แสนโด๊ส และขณะนี้อยู่ระหว่างหารือกับ สปสช.ในการนำวัคซีนดังกล่าวมาใช้ในประเทศไทย.",รวมทั้งไทยมีเป้าหมายที่จะเป็นศูนย์กลางทางการส่งออกวัคซีนในกลุ่มประเทศอาเซียน และที่ผ่านมาได้มีการใช้ในไทยประมาณ 1 แสนโด๊ส ขณะที่ต่างประเทศใช้แล้วกว่า 3 แสนโด๊ส และขณะนี้อยู่ระหว่างหารือกับ สปสช.ในการนำวัคซีนดังกล่าวมาใช้ ,รมว.สธ. และคณะติดตามความคืบหน้าการผลิตวัคซีนที่โรงงาน องค์การเภสัชกรรมเมอร์ริเออร์ชีววัตถุฯ ซึ่งผลิตวัคซีนไข้สมองอักเสบ (เจอี) ชนิดเชื้อเป็น ที่ได้รับการรับรองมาตรฐาน GMP จากไทยและออสเตรเลีย รวมถึง WHO ทำให้ไทยสามารถส่งออกวัคซีนได้ และมีเป้าหมายเป็นศูนย์กลางส่งออกวัคซีนในอาเซียน ปัจจุบันมีการใช้ในไทย 1 แสนโด๊ส และต่างประเทศ 3 แสนโด๊ส,0.7777777777777778
ประชาไท-8 มี.ค.48รายงานข่าวจาก 3 จังหวัดชายแดนภาคใต้แจ้งว่า ขณะนี้มีกลุ่มก่อความไม่สงบอ้างชื่อ ขบวนการเยาวชนกู้ชาติรัฐปัตตานี ได้โปรยใบปลิวและก่อเหตุรุนแรงมากขึ้น ด้วยการออกปฏิบัติการคล้ายหน่วยคอมมานโด มีกำลังกว่า 30 คน กระจายก่อเหตุรายวัน ในพื้นที่ 3 จังหวัดชายแดนภาคใต้ ผ่านการฝึกฝนจนพร้อมที่จะก่อความไม่สงบในพื้นที่ สำหรับ ขบวนการเยาวชนกู้ชาติรัฐปัตตานี แยกตัวออกปฏิบัติการในพื้นที่ต่อไปนี้ ในจังหวัดยะลา เคลื่อนไหวอยู่ในพื้นที่ ตำบลจะกว๊ะ ตำบลบือมัง อำเภอรามัน ตำบลบาเจาะ ตำบลบันนัง สตา อำเภอบันนังสตา ตำบลแหร อำเภอธารโต ส่วนจังหวัดปัตตานี จะเคลื่อนไหวในพื้นที่อำเภอยะรัง อำเภอมายอ อำเภอปะนาเระ อำเภอยะหริ่ง อำเภอหนองจิก อำเภอสายบุรี อำเภอกระพ้อ โดยใช้อาวุธสงครามก่อเหตุเป็นส่วนใหญ่ และจังหวัดนราธิวาส จะเคลื่อนไหวในพื้นที่อำเภอเจาะไอร้อง อำเภอสุไหงปาดี อำเภอตากใบ อำเภอแว้ง อำเภอระแงะ ส่วนนี้จะใช้อาวุธสงคราม และปืนสั้นขนาด 11 มิลลิเมตร ,ประชาไท-8 มี.ค.48 รายงานข่าวจาก 3 จังหวัดชายแดนภาคใต้แจ้งว่า ขณะนี้มีกลุ่มก่อความไม่สงบอ้างชื่อ ขบวนการเยาวชนกู้ชาติรัฐปัตตานี ได้โปรยใบปลิวและก่อเหตุรุนแรงมากขึ้น,"กลุ่มก่อความไม่สงบ ""ขบวนการเยาวชนกู้ชาติรัฐปัตตานี"" ทวีความรุนแรงใน 3 จังหวัดชายแดนใต้ โดยปฏิบัติการเป็นหน่วยคอมมานโดขนาด 30 คน ก่อเหตุรายวันในพื้นที่ต่างๆ ของยะลา ปัตตานี และนราธิวาส โดยใช้อาวุธสงครามและปืนสั้น",0.0
